region,country,topic,name,url,language,source_type,perspective,channel,platform,is_dataset,accuracy,uniqueness,timeliness,transparency,verifiability,accessibility,depth,composite,notes,
Sub-Saharan Africa,Kenya,General,The Standard,https://www.standardmedia.co.ke,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Kenya's oldest newspaper.,
Sub-Saharan Africa,Kenya,General,The Elephant,https://www.theelephant.info,EN,Analysis / long-form,Independent,Website,,no,5,5,3,5,4,4,5,4.4,Platform for rigorous debate and long-form analysis.,
Sub-Saharan Africa,Kenya,General,The Star,https://www.the-star.co.ke,EN,Daily newspaper,Independent,Website,,no,3,3,5,4,3,4,2,3.4,National daily.,
Sub-Saharan Africa,Kenya,Security,Africa Uncensored,https://africauncensored.online,EN,Investigative,Independent,Website,,no,5,5,3,4,5,4,4,4.3,Investigative outlet founded by John-Allan Namu.,
Sub-Saharan Africa,Kenya,Economic,Central Bank of Kenya,https://www.centralbank.go.ke,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.,
Sub-Saharan Africa,Kenya,Economic,Business Daily,https://www.businessdailyafrica.com,EN,Business daily,Independent,Website,,no,4,3,5,4,4,4,4,4,Leading business daily (Nation Media).,
Sub-Saharan Africa,Kenya,Economic,Kenya National Bureau of Statistics,https://www.knbs.or.ke,EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics bureau; census and economic surveys.,
Sub-Saharan Africa,Kenya,Political,PesaCheck,https://pesacheck.org,EN/FR,Fact-checking (East Africa),Independent,Website,,no,5,4,4,5,5,4,3,4.3,East Africa's leading fact-checking initiative.,
Sub-Saharan Africa,Uganda,General,Daily Monitor,https://www.monitor.co.ug,EN,Independent daily,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Uganda's largest independent daily (Nation Media).,
Sub-Saharan Africa,Uganda,General,The Observer,https://observer.ug,EN,Independent news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent outlet on politics and governance.,
Sub-Saharan Africa,Uganda,General,The Independent,https://www.independent.co.ug,EN,News weekly,Independent,Website,,no,4,3,4,4,4,4,3,3.7,News-and-analysis weekly.,
Sub-Saharan Africa,Uganda,General,New Vision,https://www.newvision.co.ug,EN,State newspaper,State media,Website,,no,3,2,5,2,3,4,1,2.9,Government-owned daily; the official line.,
Sub-Saharan Africa,Uganda,Economic,Bank of Uganda,https://www.bou.or.ug,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.,
Sub-Saharan Africa,Uganda,Economic,Uganda Bureau of Statistics,https://www.ubos.org,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics bureau.,
Sub-Saharan Africa,Sudan,General,Sudan Tribune,https://sudantribune.com,EN/AR,Independent news (diaspora),Independent (external),Website,,no,4,4,5,4,4,4,3,4,Paris-based portal on Sudan and South Sudan.,
Sub-Saharan Africa,Sudan,General,Radio Dabanga,https://www.dabangasudan.org,EN/AR,Independent broadcaster,Independent (external),Website,,no,4,5,4,4,4,4,3,4,"Netherlands-based outlet reporting from across Sudan, incl. Darfur.",
Sub-Saharan Africa,Sudan,Security,Sudan War Monitor,https://sudanwarmonitor.com,EN,Conflict OSINT / analysis,Independent,Website,,no,5,5,4,4,5,3,4,4.3,OSINT tracking of the Sudanese civil war.,
Sub-Saharan Africa,Sudan,General,Ayin Network,https://3ayin.com,EN/AR,Investigative,Independent,Website,,no,4,5,3,4,4,3,3,3.7,Independent investigative network inside Sudan.,
Sub-Saharan Africa,Sudan,Economic,Central Bank of Sudan,https://cbos.gov.sd,EN/AR,Central bank,State / official,Website,,yes,3,3,3,2,3,3,1,2.6,Central bank; data limited amid war and instability.,
Sub-Saharan Africa,Angola,General,Maka Angola,https://www.makaangola.org,PT/EN,Anti-corruption investigative,Independent,Website,,no,5,5,3,5,5,4,4,4.4,Rafael Marques's platform exposing corruption.,
Sub-Saharan Africa,Angola,General,Novo Jornal,https://novojornal.co.ao,PT,Independent weekly,Independent,Website,,no,4,3,4,4,4,4,3,3.7,Independent news weekly.,
Sub-Saharan Africa,Angola,General,Jornal de Angola,https://www.jornaldeangola.ao,PT,State newspaper,State media,Website,,no,2,2,5,2,3,4,1,2.7,State-owned daily.,
Sub-Saharan Africa,Angola,Economic,Banco Nacional de Angola,https://www.bna.ao,PT,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and FX data.,
Sub-Saharan Africa,Angola,Economic,INE Angola,https://www.ine.gov.ao,PT,Official statistics,State / official,Website,,yes,3,3,3,3,4,3,1,2.9,National statistics institute.,
Sub-Saharan Africa,Ghana,General,MyJoyOnline,https://www.myjoyonline.com,EN,Broadcaster / news,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Multimedia news from the Multimedia Group.,
Sub-Saharan Africa,Ghana,General,Graphic Online,https://www.graphic.com.gh,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Daily Graphic's site; national paper of record.,
Sub-Saharan Africa,Ghana,General,Citi Newsroom,https://citinewsroom.com,EN,Broadcaster / news,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Citi FM/TV news; strong on governance.,
Sub-Saharan Africa,Ghana,General,The Fourth Estate,https://thefourthestategh.com,EN,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,4,4,4.4,Nonprofit investigative project (MFWA).,
Sub-Saharan Africa,Ghana,Economic,Bank of Ghana,https://www.bog.gov.gh,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.,
Sub-Saharan Africa,Ghana,Economic,Ghana Statistical Service,https://www.statsghana.gov.gh,EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics service.,
Sub-Saharan Africa,Ghana,Political,CDD-Ghana,https://www.cddgh.org,EN,Governance think tank,Independent,Website,,no,5,4,3,5,4,4,5,4.3,Centre for Democratic Development; governance and elections research.,
Sub-Saharan Africa,Ghana,Societal,Afrobarometer,https://www.afrobarometer.org,EN/FR/PT,Pan-African survey,Independent,Website,,yes,5,5,3,5,5,4,4,4.4,Public-attitudes survey across 35+ African countries; open microdata.,
Sub-Saharan Africa,Mozambique,General,Carta de Moçambique,https://cartamz.com,PT,Independent news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent outlet on politics and the northern insurgency.,
Sub-Saharan Africa,Mozambique,General,Zitamar News,https://zitamar.com,EN,Business / security news,Independent,Website,,no,4,5,4,4,4,3,3,3.9,"English-language coverage of politics, business, and the Cabo Delgado conflict.",
Sub-Saharan Africa,Mozambique,Political,Centro de Integridade Pública (CIP),https://www.cipmoz.org,PT/EN,Anti-corruption / transparency,Independent,Website,,no,5,5,3,5,5,4,4,4.4,"Watchdog on public finance, debt, and extractives.",
Sub-Saharan Africa,Mozambique,Economic,Banco de Moçambique,https://www.bancomoc.mz,PT,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.,
Sub-Saharan Africa,Mozambique,Economic,INE Moçambique,https://www.ine.gov.mz,PT,Official statistics,State / official,Website,,yes,3,3,3,3,4,3,1,2.9,National statistics institute.,
Sub-Saharan Africa,Madagascar,General,L'Express de Madagascar,https://lexpress.mg,FR,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading national daily.,
Sub-Saharan Africa,Madagascar,General,Madagascar Tribune,https://www.madagascar-tribune.com,FR,Daily newspaper,Independent,Website,,no,4,3,4,4,4,4,3,3.7,Independent daily.,
Sub-Saharan Africa,Madagascar,General,Midi Madagasikara,https://midi-madagasikara.mg,FR,Daily newspaper,Independent,Website,,no,3,3,5,3,3,4,2,3.3,National daily.,
Sub-Saharan Africa,Madagascar,Economic,INSTAT Madagascar,https://www.instat.mg,FR,Official statistics,State / official,Website,,yes,3,3,3,3,4,3,1,2.9,National statistics institute.,
Sub-Saharan Africa,Côte d'Ivoire,General,Jeune Afrique,https://www.jeuneafrique.com,FR,Pan-African news weekly,Independent (external),Website,,no,4,4,4,4,4,4,4,4,France-based pan-African magazine; strong on Francophone Africa.,
Sub-Saharan Africa,Côte d'Ivoire,General,Koaci,https://www.koaci.com,FR,News portal (West Africa),Independent,Website,,no,3,3,5,3,3,4,2,3.3,West-Africa news portal.,
Sub-Saharan Africa,Côte d'Ivoire,General,Fraternité Matin,https://www.fratmat.info,FR,State newspaper,State media,Website,,no,3,2,5,2,3,4,1,2.9,State-owned daily.,
Sub-Saharan Africa,Côte d'Ivoire,Economic,BCEAO,https://www.bceao.int,FR,Regional central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,"Central bank for the 8-member WAEMU (Benin, Burkina Faso, Côte d'Ivoire, Guinea-Bissau, Mali, Niger, Senegal, Togo).",
Sub-Saharan Africa,Côte d'Ivoire,Economic,INS Côte d'Ivoire,https://www.ins.ci,FR,Official statistics,State / official,Website,,yes,3,3,3,3,4,3,1,2.9,National statistics institute.,
Sub-Saharan Africa,Cameroon,General,Journal du Cameroun,https://www.journalducameroun.com,FR/EN,Independent news,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Bilingual independent news site.,
Sub-Saharan Africa,Cameroon,General,Mimi Mefo Info,https://mimimefoinfo.com,EN/FR,Independent news,Independent,Website,,no,4,5,4,4,4,4,3,4,Independent outlet covering the Anglophone crisis.,
Sub-Saharan Africa,Cameroon,General,Cameroon Tribune,https://www.cameroon-tribune.cm,FR/EN,State newspaper,State media,Website,,no,2,2,5,2,3,4,1,2.7,State-owned bilingual daily.,
Sub-Saharan Africa,Cameroon,Economic,BEAC,https://www.beac.int,FR,Regional central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,"Central bank for CEMAC (Cameroon, CAR, Chad, Congo, Eq. Guinea, Gabon).",
Sub-Saharan Africa,Cameroon,Economic,INS Cameroun,https://ins-cameroun.cm,FR,Official statistics,State / official,Website,,yes,3,3,3,3,4,3,1,2.9,National statistics institute.,
Sub-Saharan Africa,Niger,General,ActuNiger,https://www.actuniger.com,FR,Independent news,Independent,Website,,no,4,3,5,4,3,4,2,3.6,Independent news portal.,
Sub-Saharan Africa,Niger,General,Tamtaminfo,https://www.tamtaminfo.com,FR,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,News-and-analysis portal.,
Sub-Saharan Africa,Niger,General,Aïr Info,https://www.airinfoagadez.com,FR,Regional news (Agadez),Independent,Website,,no,4,4,3,4,4,3,3,3.6,Regional outlet on the north and migration routes.,
Sub-Saharan Africa,Mali,General,Studio Tamani,https://www.studiotamani.org,FR,Independent radio / news,Independent,Website,,no,4,4,5,4,4,4,3,4,Fondation Hirondelle radio; balanced national coverage.,
Sub-Saharan Africa,Mali,General,Maliweb,https://www.maliweb.net,FR,News aggregator / portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,Widely-read news portal.,
Sub-Saharan Africa,Mali,General,Mondafrique,https://mondafrique.com,FR,Independent (Maghreb/Sahel),Independent (external),Website,,no,4,4,4,3,4,4,4,3.9,Independent site on the Maghreb and Francophone Africa.,
Sub-Saharan Africa,Burkina Faso,General,Wakat Séra,https://www.wakatsera.com,FR,Independent news,Independent,Website,,no,4,4,5,4,4,4,3,4,Independent news-and-analysis site.,
Sub-Saharan Africa,Burkina Faso,General,Lefaso.net,https://lefaso.net,FR,News portal,Independent,Website,,no,4,3,5,4,3,4,2,3.6,Leading Burkinabè news portal.,
Sub-Saharan Africa,Burkina Faso,General,Burkina24,https://www.burkina24.com,FR,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,General news portal.,
Sub-Saharan Africa,Senegal,General,Seneweb,https://www.seneweb.com,FR,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,Senegal's most-visited news portal.,
Sub-Saharan Africa,Senegal,General,Le Quotidien,https://lequotidien.sn,FR,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Independent daily.,
Sub-Saharan Africa,Senegal,General,The Africa Report,https://www.theafricareport.com,EN,Pan-African magazine,Independent (external),Website,,no,4,4,4,4,4,4,4,4,English-language pan-African business-and-politics magazine.,
Sub-Saharan Africa,Senegal,Economic,Financial Afrik,https://www.financialafrik.com,FR,Pan-African business,Independent,Website,,no,4,4,4,4,4,4,4,4,Pan-African financial-news outlet.,
Sub-Saharan Africa,Senegal,Economic,ANSD,https://www.ansd.sn,FR,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics-and-demography agency.,
Sub-Saharan Africa,Zimbabwe,General,NewsDay,https://www.newsday.co.zw,EN,Independent daily,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Independent daily (AMH group).,
Sub-Saharan Africa,Zimbabwe,General,ZimLive,https://www.zimlive.com,EN,Independent news,Independent,Website,,no,4,4,5,3,3,4,2,3.6,Independent news site.,
Sub-Saharan Africa,Zimbabwe,General,NewZimbabwe,https://www.newzimbabwe.com,EN,Independent news,Independent,Website,,no,4,3,5,4,3,4,2,3.6,UK-linked independent news site.,
Sub-Saharan Africa,Zimbabwe,General,The Herald,https://www.herald.co.zw,EN,State newspaper,State media,Website,,no,2,2,5,2,3,4,1,2.7,State-owned daily; the government's line.,
Sub-Saharan Africa,Zimbabwe,Economic,Reserve Bank of Zimbabwe,https://www.rbz.co.zw,EN,Central bank,State / official,Website,,yes,3,3,4,3,4,4,2,3.3,Central bank; data credibility affected by currency turmoil.,
Sub-Saharan Africa,Zimbabwe,Economic,ZimStat,https://www.zimstat.co.zw,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics agency.,
Sub-Saharan Africa,Zambia,General,News Diggers,https://diggers.news,EN,Independent daily,Independent,Website,,no,5,4,5,4,4,4,3,4.1,Independent investigative-leaning daily.,
Sub-Saharan Africa,Zambia,General,Lusaka Times,https://www.lusakatimes.com,EN,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,Widely-read news portal.,
Sub-Saharan Africa,Zambia,General,The Mast,https://www.themastonline.com,EN,Independent news,Independent,Website,,no,4,3,4,4,3,4,2,3.4,Independent outlet (successor to The Post).,
Sub-Saharan Africa,Zambia,Economic,Bank of Zambia,https://www.boz.zm,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.,
Sub-Saharan Africa,Zambia,Economic,Zambia Statistics Agency,https://www.zamstats.gov.zm,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics agency.,
Sub-Saharan Africa,Malawi,General,Nyasa Times,https://www.nyasatimes.com,EN,Independent news,Independent,Website,,no,4,3,5,3,3,4,2,3.4,Independent news site.,
Sub-Saharan Africa,Malawi,General,The Nation,https://mwnation.com,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading independent daily.,
Sub-Saharan Africa,Malawi,Economic,Reserve Bank of Malawi,https://www.rbm.mw,EN,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.,
Sub-Saharan Africa,Malawi,Economic,National Statistical Office,https://www.nsomalawi.mw,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics office.,
Sub-Saharan Africa,Rwanda,General,The New Times,https://www.newtimes.co.rw,EN,Daily newspaper (pro-gov),Pro-government,Website,,no,3,3,5,3,3,4,2,3.3,Largest private daily; closely aligned with the government.,
Sub-Saharan Africa,Rwanda,General,The Chronicles,https://www.chronicles.rw,EN,Independent news,Independent,Website,,no,4,5,3,4,4,3,3,3.7,One of the few outlets offering independent scrutiny.,
Sub-Saharan Africa,Rwanda,Economic,National Bank of Rwanda,https://www.bnr.rw,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.,
Sub-Saharan Africa,Rwanda,Economic,NISR,https://www.statistics.gov.rw,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National Institute of Statistics of Rwanda.,
Sub-Saharan Africa,Guinea,General,Guinéenews,https://guineenews.org,FR,News portal,Independent,Website,,no,4,3,5,3,3,4,2,3.4,Leading Guinean news portal.,
Sub-Saharan Africa,Guinea,General,Ledjely,https://ledjely.com,FR,Independent news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent news-and-analysis site.,
Sub-Saharan Africa,Guinea,General,Mediaguinee,https://mediaguinee.org,FR,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,General news portal.,
Sub-Saharan Africa,Benin,General,Banouto,https://www.banouto.bj,FR,Independent news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent digital outlet.,
Sub-Saharan Africa,Benin,General,Matin Libre,https://matinlibre.com,FR,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,General news portal.,
Sub-Saharan Africa,Benin,General,La Nation,https://lanation.bj,FR,State newspaper,State media,Website,,no,3,2,5,2,3,4,1,2.9,State-owned daily.,
Sub-Saharan Africa,Somalia,General,Garowe Online,https://www.garoweonline.com,EN/SO,Independent news,Independent,Website,,no,4,4,5,3,3,4,2,3.6,Independent outlet strong on Puntland and federal politics.,
Sub-Saharan Africa,Somalia,General,Hiiraan Online,https://www.hiiraan.com,EN/SO,News aggregator / analysis,Independent,Website,,no,4,3,5,3,3,4,3,3.6,Long-running Somali news-and-analysis site.,
Sub-Saharan Africa,Somalia,General,Radio Ergo,https://radioergo.org,SO/EN,Humanitarian broadcaster,Independent,Website,,no,4,4,4,4,4,4,2,3.7,Humanitarian-focused radio and reporting.,
Sub-Saharan Africa,Somalia,Economic,Central Bank of Somalia,https://centralbank.gov.so,EN,Central bank,State / official,Website,,yes,3,3,3,3,3,3,1,2.7,Central bank; rebuilding data capacity.,
Sub-Saharan Africa,Chad,General,Alwihda Info,https://www.alwihdainfo.com,FR,Independent news,Independent,Website,,no,4,3,5,3,3,4,2,3.4,Independent news portal.,
Sub-Saharan Africa,Chad,General,Tchadinfos,https://tchadinfos.com,FR,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,General news portal.,
Sub-Saharan Africa,Congo (Brazzaville),General,Les Dépêches de Brazzaville,https://www.adiac-congo.com,FR,Daily newspaper,Establishment,Website,,no,3,3,5,3,3,4,2,3.3,Daily with close government ties.,
Sub-Saharan Africa,Congo (Brazzaville),General,Journal de Brazza,https://www.journaldebrazza.com,FR,Independent news,Independent,Website,,no,3,3,5,3,3,4,2,3.3,Independent news site.,
Sub-Saharan Africa,South Sudan,General,Radio Tamazuj,https://www.radiotamazuj.org,EN/AR,Independent broadcaster,Independent (external),Website,,no,5,5,4,4,4,4,3,4.1,Independent radio/news on Sudan and South Sudan.,
Sub-Saharan Africa,South Sudan,General,Eye Radio,https://www.eyeradio.org,EN,Independent broadcaster,Independent,Website,,no,4,4,4,4,4,4,2,3.7,Juba-based independent broadcaster.,
Sub-Saharan Africa,South Sudan,General,Sudans Post,https://www.sudanspost.com,EN,Independent news,Independent,Website,,no,4,3,5,3,3,4,2,3.4,Independent news site.,
Sub-Saharan Africa,Togo,General,Togofirst,https://www.togofirst.com,FR/EN,Business / economy news,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Government-adjacent but useful economy-focused outlet.,
Sub-Saharan Africa,Togo,General,L'Alternative,https://www.alternativetogo.com,FR,Independent newspaper,Independent,Website,,no,4,5,3,4,4,3,3,3.7,Independent paper critical of the government.,
Sub-Saharan Africa,Sierra Leone,General,Sierra Leone Telegraph,https://www.thesierraleonetelegraph.com,EN,Independent news (diaspora),Independent (external),Website,,no,4,4,4,4,3,4,3,3.7,UK-based independent outlet.,
Sub-Saharan Africa,Sierra Leone,General,Politico SL,https://www.politicosl.com,EN,Independent news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent news-and-analysis outlet.,
Sub-Saharan Africa,Sierra Leone,Economic,Bank of Sierra Leone,https://www.bsl.gov.sl,EN,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.,
Sub-Saharan Africa,Liberia,General,FrontPage Africa,https://frontpageafricaonline.com,EN,Independent daily / investigative,Independent,Website,,no,5,4,4,4,4,4,3,4,Leading investigative-minded daily.,
Sub-Saharan Africa,Liberia,General,The New Dawn,https://thenewdawnliberia.com,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,2,3.7,Independent daily.,
Sub-Saharan Africa,Liberia,Economic,Central Bank of Liberia,https://www.cbl.org.lr,EN,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.,
Sub-Saharan Africa,Central African Republic,General,Radio Ndeke Luka,https://www.radiondekeluka.org,FR,Independent broadcaster,Independent,Website,,no,5,5,4,4,4,4,3,4.1,Fondation Hirondelle radio; a rare independent national voice.,
Sub-Saharan Africa,Central African Republic,General,Corbeau News Centrafrique,https://corbeaunews-centrafrique.org,FR,Independent news,Independent,Website,,no,4,4,4,3,3,3,3,3.4,Independent news site.,
Sub-Saharan Africa,Mauritania,General,Cridem,https://cridem.org,FR/AR,News aggregator,Independent,Website,,no,3,3,5,3,3,4,2,3.3,Widely-read news aggregator.,
Sub-Saharan Africa,Mauritania,General,Sahara Media,https://saharamedias.net,AR/FR,Independent news,Independent,Website,,no,4,3,5,3,3,4,2,3.4,Independent news agency.,
Sub-Saharan Africa,Mauritania,General,Le Calame,https://lecalame.info,FR,Independent weekly,Independent,Website,,no,4,4,3,4,4,3,3,3.6,Independent weekly.,
Sub-Saharan Africa,Eritrea,General,Eritrea Hub,https://eritreahub.org,EN,Diaspora analysis,Independent (external),Website,,no,4,5,3,4,4,4,4,4,Diaspora-run analysis on one of the world's most closed states.,
Sub-Saharan Africa,Eritrea,General,Asmarino,https://asmarino.com,EN/TI,Diaspora opposition media,Independent (external),Website,,no,3,4,3,3,3,4,2,3.1,Diaspora opposition news site.,
Sub-Saharan Africa,Eritrea,General,Shabait (Ministry of Information),https://shabait.com,EN/TI/AR,State media,State media,Website,,no,2,2,4,1,2,4,1,2.3,Government's official outlet; no independent domestic press exists.,
Sub-Saharan Africa,Namibia,General,The Namibian,https://www.namibian.com.na,EN,Daily newspaper,Independent,Website,,no,5,3,5,4,4,4,3,4,Namibia's leading independent daily.,
Sub-Saharan Africa,Namibia,General,New Era,https://www.neweralive.na,EN,State newspaper,State media,Website,,no,3,2,5,3,3,4,1,3,State-owned daily.,
Sub-Saharan Africa,Namibia,Economic,Bank of Namibia,https://www.bon.com.na,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.,
Sub-Saharan Africa,Namibia,Economic,Namibia Statistics Agency,https://nsa.org.na,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics agency.,
Sub-Saharan Africa,Gambia,General,Foroyaa,https://foroyaa.net,EN,Independent newspaper,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent paper with a rights focus.,
Sub-Saharan Africa,Gambia,General,The Point,https://thepoint.gm,EN,Independent newspaper,Independent,Website,,no,4,3,4,4,4,4,3,3.7,Independent daily co-founded by the late Deyda Hydara.,
Sub-Saharan Africa,Botswana,General,Mmegi,https://www.mmegi.bw,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading independent daily.,
Sub-Saharan Africa,Botswana,General,The Botswana Gazette,https://www.thegazette.news,EN,Independent weekly / investigative,Independent,Website,,no,4,4,3,4,4,4,3,3.7,Independent weekly with investigations.,
Sub-Saharan Africa,Botswana,Economic,Bank of Botswana,https://www.bankofbotswana.bw,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.,
Sub-Saharan Africa,Botswana,Economic,Statistics Botswana,https://www.statsbots.org.bw,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics office.,
Sub-Saharan Africa,Gabon,General,Gabon Review,https://www.gabonreview.com,FR,Independent news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent news-and-analysis site.,
Sub-Saharan Africa,Gabon,General,Gabon Media Time,https://www.gabonmediatime.com,FR,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,General news portal.,
Sub-Saharan Africa,Lesotho,General,Lesotho Times,https://lestimes.com,EN,Independent weekly,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent weekly.,
Sub-Saharan Africa,Lesotho,General,Public Eye,https://www.publiceyenews.com,EN,Independent newspaper,Independent,Website,,no,4,3,4,4,4,4,3,3.7,Independent newspaper.,
Sub-Saharan Africa,Lesotho,Economic,Central Bank of Lesotho,https://www.centralbank.org.ls,EN,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.,
Sub-Saharan Africa,Eswatini,General,Times of Eswatini,https://www.times.co.sz,EN,Daily newspaper,Independent,Website,,no,3,3,5,3,3,4,2,3.3,Main daily; operates under tight political constraints.,
Sub-Saharan Africa,Eswatini,General,Swaziland News,https://www.swazilandnews.co.za,EN,Exile independent news,Independent (external),Website,,no,4,5,4,3,3,4,2,3.6,Exile-run outlet offering rare critical coverage.,
Sub-Saharan Africa,Eswatini,Economic,Central Bank of Eswatini,https://www.centralbank.org.sz,EN,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.,
Sub-Saharan Africa,Burundi,General,Iwacu,https://www.iwacu-burundi.org,FR/EN,Independent news,Independent,Website,,no,5,5,4,4,4,4,3,4.1,Burundi's main independent voice under severe pressure.,
Sub-Saharan Africa,Burundi,General,SOS Médias Burundi,https://www.sosmediasburundi.org,FR,Independent (collective),Independent (external),Website,,no,4,5,4,4,4,4,2,3.9,Anonymous journalists' collective reporting despite the crackdown.,
Sub-Saharan Africa,Burundi,General,Yaga,https://www.yaga-burundi.com,FR,Bloggers' collective,Independent,Website,,no,4,4,3,4,4,4,3,3.7,Youth blogging collective on society and rights.,
Sub-Saharan Africa,Mauritius,General,L'Express,https://www.lexpress.mu,FR/EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading daily.,
Sub-Saharan Africa,Mauritius,General,Le Mauricien,https://www.lemauricien.com,FR/EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Established national daily.,
Sub-Saharan Africa,Mauritius,Economic,Bank of Mauritius,https://www.bom.mu,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.,
Sub-Saharan Africa,Mauritius,Economic,Statistics Mauritius,https://statsmauritius.govmu.org,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics office.,
Sub-Saharan Africa,Djibouti,Economic,Banque Centrale de Djibouti,https://banque-centrale.dj,FR,Central bank,State / official,Website,,yes,3,3,3,3,4,3,1,2.9,Central bank; monetary and financial data.,
Sub-Saharan Africa,Equatorial Guinea,General,Diario Rombe,https://www.diariorombe.es,ES,Diaspora independent news,Independent (external),Website,,no,3,5,4,3,3,4,2,3.4,Diaspora outlet; virtually no independent domestic press exists.,
Sub-Saharan Africa,Equatorial Guinea,General,Ahora EG,https://www.ahoraeg.com,ES,Diaspora independent news,Independent (external),Website,,no,3,4,4,3,3,4,2,3.3,Diaspora news site.,
Sub-Saharan Africa,Cape Verde,General,Expresso das Ilhas,https://expressodasilhas.cv,PT,Independent newspaper,Independent,Website,,no,4,3,4,4,4,4,3,3.7,Independent weekly.,
Sub-Saharan Africa,Cape Verde,General,A Nação,https://www.anacao.cv,PT,Independent newspaper,Independent,Website,,no,4,3,4,4,4,4,3,3.7,Independent newspaper.,
